"id","createdAt","type","visibility","timeZoneOffset","private","venue.id","venue.name","venue.url","comments.count"
"5b21b546b9b37b002cbcd1d0","2018-06-14 00:22:30.000000","checkin","private","-300","true","4a96086df964a520db2520e3","Binny's Beverage Depot","https://foursquare.com/v/binnys-beverage-depot/4a96086df964a520db2520e3","0"
"id","createdAt","type","visibility","timeZoneOffset","private","venue.id","venue.name","venue.url","comments.count"
"5b1c88c19deb7d002c134c82","2018-06-10 02:11:13.000000","checkin","private","-300","true","4276bf00f964a52089211fe3","Southport Lanes & Billiards","https://foursquare.com/v/southport-lanes--billiards/4276bf00f964a52089211fe3","0"
"id","createdAt","type","visibility","timeZoneOffset","private","venue.id","venue.name","venue.url","comments.count"
"5b1c634e9ef8ef002c919757","2018-06-09 23:31:26.000000","checkin","private","-300","true","4a94b02df964a520532220e3","Piccolo Sogno","https://foursquare.com/v/piccolo-sogno/4a94b02df964a520532220e3","0"
"id","createdAt","type","visibility","timeZoneOffset","private","venue.id","venue.name","venue.url","comments.count"
"5b1c48e1d7627e002cc9302e","2018-06-09 21:38:41.000000","checkin","private","-300","true","5ae8ef9764c8e1002cc6f9b0","Ballast Point Tasting Room & Kitchen","https://foursquare.com/v/ballast-point-tasting-room--kitchen/5ae8ef9764c8e1002cc6f9b0","0"
"id","createdAt","type","visibility","timeZoneOffset","private","venue.id","venue.name","venue.url","comments.count"
"5b19f0b82619ee002c6c9080","2018-06-08 02:58:00.000000","checkin","private","-300","true","40b28c80f964a5204bff1ee3","Sheffield's Beer & Wine Garden","https://foursquare.com/v/sheffields-beer--wine-garden/40b28c80f964a5204bff1ee3","0"
"id","createdAt","type","visibility","timeZoneOffset","private","venue.id","venue.name","venue.url","comments.count"
"5b19c72e8a6f17002cc0ceb4","2018-06-08 00:00:46.000000","checkin","private","-300","true","40b28c80f964a5201dfc1ee3","Bird's Nest","https://foursquare.com/v/birds-nest/40b28c80f964a5201dfc1ee3","0"
"id","createdAt","type","visibility","timeZoneOffset","private","venue.id","venue.name","venue.url","comments.count"
"5b15a371356b49002c440afa","2018-06-04 20:39:13.000000","checkin","private","-300","true","5377d3c1498e08f352d88593","Kaiser Tiger","https://foursquare.com/v/kaiser-tiger/5377d3c1498e08f352d88593","0"
"id","createdAt","type","visibility","timeZoneOffset","private","venue.id","venue.name","venue.url","comments.count"
"5b10c436911fc4002ca326d8","2018-06-01 03:57:42.000000","checkin","private","-300","true","4a333c5ff964a5201d9b1fe3","Ranalli's","https://foursquare.com/v/ranallis/4a333c5ff964a5201d9b1fe3","0"
"id","createdAt","type","visibility","timeZoneOffset","private","venue.id","venue.name","venue.url","comments.count"
"5b10ace82619ee002cf53bdd","2018-06-01 02:18:16.000000","checkin","private","-300","true","49ef6845f964a520b1681fe3","Lincoln Park S. Fields","https://foursquare.com/v/lincoln-park-s-fields/49ef6845f964a520b1681fe3","0"
"id","createdAt","type","visibility","timeZoneOffset","private","venue.id","venue.name","venue.url","comments.count"
"5b0c920fa6031c002c658839","2018-05-28 23:34:39.000000","checkin","private","-300","true","529b587f498e5adee632589f","North Buena Deli and Wine Shop","https://foursquare.com/v/north-buena-deli-and-wine-shop/529b587f498e5adee632589f","0"
"id","createdAt","type","visibility","timeZoneOffset","private","venue.id","venue.name","venue.url","comments.count"
"5b0c6aac295513002cec80b1","2018-05-28 20:46:36.000000","checkin","private","-300","true","59f91debdab4b16d55b40d01","The Moonlighter","https://foursquare.com/v/the-moonlighter/59f91debdab4b16d55b40d01","0"
"id","createdAt","type","visibility","timeZoneOffset","private","venue.id","venue.name","venue.url","comments.count"
"5b01ae47efa82a002ca90beb","2018-05-20 17:20:07.000000","checkin","private","-300","true","566ce376498e24e2ec6ef5a4","First Ascent Uptown","https://foursquare.com/v/first-ascent-uptown/566ce376498e24e2ec6ef5a4","0"
"id","createdAt","type","visibility","timeZoneOffset","private","venue.id","venue.name","venue.url","comments.count"
"5b00710e0802d4002c02cb90","2018-05-19 18:46:38.000000","checkin","private","-300","true","4a96086df964a520db2520e3","Binny's Beverage Depot","https://foursquare.com/v/binnys-beverage-depot/4a96086df964a520db2520e3","0"
"id","createdAt","type","visibility","timeZoneOffset","private","venue.id","venue.name","venue.url","comments.count"
"5aff84bee17910002ba69a0a","2018-05-19 01:58:22.000000","checkin","private","-300","true","529b587f498e5adee632589f","North Buena Deli and Wine Shop","https://foursquare.com/v/north-buena-deli-and-wine-shop/529b587f498e5adee632589f","0"
"id","createdAt","type","visibility","timeZoneOffset","private","venue.id","venue.name","venue.url","comments.count"
"5aff5f9f872f7d002c611c15","2018-05-18 23:19:59.000000","checkin","private","-300","true","4a04fd56f964a52044721fe3","Quartino","https://foursquare.com/v/quartino/4a04fd56f964a52044721fe3","0"
"id","createdAt","type","visibility","timeZoneOffset","private","venue.id","venue.name","venue.url","comments.count"
"5afe1f84b37e2b002b7d51be","2018-05-18 00:34:12.000000","checkin","private","-300","true","49ef6845f964a520b1681fe3","Lincoln Park S. Fields","https://foursquare.com/v/lincoln-park-s-fields/49ef6845f964a520b1681fe3","0"
"id","createdAt","type","visibility","timeZoneOffset","private","venue.id","venue.name","venue.url","comments.count"
"5afdffef3fcee8002c69649c","2018-05-17 22:19:27.000000","checkin","private","-300","true","505cd28ce0e2e3d789b5911e","Municipal Bar + Dining Co.","https://foursquare.com/v/municipal-bar--dining-co/505cd28ce0e2e3d789b5911e","0"
"id","createdAt","type","visibility","timeZoneOffset","private","venue.id","venue.name","venue.url","comments.count"
"5afcc5b889e490002c3a9248","2018-05-16 23:58:48.000000","checkin","private","-300","true","4a7b911bf964a5206ceb1fe3","90 Miles Cuban Cafe","https://foursquare.com/v/90-miles-cuban-cafe/4a7b911bf964a5206ceb1fe3","0"
"id","createdAt","type","visibility","timeZoneOffset","private","venue.id","venue.name","venue.url","comments.count"
"5af8a9f4531593002c871a0c","2018-05-13 21:11:16.000000","checkin","private","-300","true","4b522903f964a5206c6c27e3","Lakeview Ace Hardware","https://foursquare.com/v/lakeview-ace-hardware/4b522903f964a5206c6c27e3","0"
"id","createdAt","type","visibility","timeZoneOffset","private","venue.id","venue.name","venue.url","comments.count"
"5af75ca3a4b51b002caae36c","2018-05-12 21:29:07.000000","checkin","private","-300","true","4276bf00f964a52089211fe3","Southport Lanes & Billiards","https://foursquare.com/v/southport-lanes--billiards/4276bf00f964a52089211fe3","0"
"id","createdAt","type","visibility","timeZoneOffset","private","venue.id","venue.name","venue.url","comments.count"
"5af66af5d69ed0002c851feb","2018-05-12 04:17:57.000000","checkin","private","-300","true","4150c080f964a5200a1d1fe3","Holiday Club","https://foursquare.com/v/holiday-club/4150c080f964a5200a1d1fe3","0"
"id","createdAt","type","visibility","timeZoneOffset","private","venue.id","venue.name","venue.url","comments.count"
"5af5dcb65bf1b3002402d2d2","2018-05-11 18:11:02.000000","checkin","private","-300","true","49f3473cf964a5207f6a1fe3","Portillo's","https://foursquare.com/v/portillos/49f3473cf964a5207f6a1fe3","0"
"id","createdAt","type","visibility","timeZoneOffset","private","venue.id","venue.name","venue.url","comments.count"
"5af5d2d5b8fd9d002c23998b","2018-05-11 17:28:53.000000","checkin","private","-300","true","57a77b9ccd10b3ef21d62622","Nando's Peri-Peri","https://foursquare.com/v/nandos-periperi/57a77b9ccd10b3ef21d62622","0"
"id","createdAt","type","visibility","timeZoneOffset","private","venue.id","venue.name","venue.url","comments.count"
"5af51a68033693002cf972b8","2018-05-11 04:22:00.000000","checkin","private","-300","true","40b28c80f964a52094fb1ee3","Boss Bar","https://foursquare.com/v/boss-bar/40b28c80f964a52094fb1ee3","0"
"id","createdAt","type","visibility","timeZoneOffset","private","venue.id","venue.name","venue.url","comments.count"
"5af4ddd16dcf04002c5029d9","2018-05-11 00:03:29.000000","checkin","private","-300","true","40b28c80f964a52045fb1ee3","Monk's Pub","https://foursquare.com/v/monks-pub/40b28c80f964a52045fb1ee3","0"
"id","createdAt","type","visibility","timeZoneOffset","private","venue.id","venue.name","venue.url","comments.count"
"5af43be533627300392bcd0b","2018-05-10 12:32:37.000000","checkin","private","-300","true","59278d15da2e0026b1e8a065","Beatrix","https://foursquare.com/v/beatrix/59278d15da2e0026b1e8a065","0"
"id","createdAt","type","visibility","timeZoneOffset","private","venue.id","venue.name","venue.url","comments.count"
