"id","createdAt","type","visibility","timeZoneOffset","private","venue.id","venue.name","venue.url","comments.count"
"61f88a420966a96367f5e8c1","2022-02-01 01:17:54.000000","checkin","private","-360","true","4b663acef964a520ed192be3","Mee Mah Restaurant","https://foursquare.com/v/mee-mah-restaurant/4b663acef964a520ed192be3","0"
"id","createdAt","type","visibility","timeZoneOffset","private","venue.id","venue.name","venue.url","comments.count"
"61f73764fb47f26d8dc9dc2f","2022-01-31 01:12:04.000000","checkin","private","-360","true","4a96fa1af964a520cc2720e3","Andersonville Wine and Spirits","https://foursquare.com/v/andersonville-wine-and-spirits/4a96fa1af964a520cc2720e3","0"
"id","createdAt","type","visibility","timeZoneOffset","private","venue.id","venue.name","venue.url","comments.count"
"61f6dd366d0ad812ff016765","2022-01-30 18:47:18.000000","checkin","private","-360","true","5aa41fe767f62b134b179b22","Edgewater Dog Park","https://foursquare.com/v/edgewater-dog-park/5aa41fe767f62b134b179b22","0"
"id","createdAt","type","visibility","timeZoneOffset","private","venue.id","venue.name","venue.url","comments.count"
"61f6cb6c0c3845083f3f695a","2022-01-30 17:31:24.000000","checkin","private","-360","true","4ae3cf7df964a520199921e3","Edgewater Produce","https://foursquare.com/v/edgewater-produce/4ae3cf7df964a520199921e3","0"
"id","createdAt","type","visibility","timeZoneOffset","private","venue.id","venue.name","venue.url","comments.count"
"61f5c92f5dbf521dcf260ee0","2022-01-29 23:09:35.000000","checkin","private","-360","true","5830b5e70b56560501d14a55","Kibbitznest Books, Brews & Blarney","https://foursquare.com/v/kibbitznest-books-brews--blarney/5830b5e70b56560501d14a55","0"
"id","createdAt","type","visibility","timeZoneOffset","private","venue.id","venue.name","venue.url","comments.count"
"61f58c5c49f26c6e9cd0bc7a","2022-01-29 18:50:04.000000","checkin","private","-360","true","5aa41fe767f62b134b179b22","Edgewater Dog Park","https://foursquare.com/v/edgewater-dog-park/5aa41fe767f62b134b179b22","0"
"id","createdAt","type","visibility","timeZoneOffset","private","venue.id","venue.name","venue.url","comments.count"
"61f57898d767cb13cd912d89","2022-01-29 17:25:44.000000","checkin","private","-360","true","4b649035f964a52000be2ae3","Foursided","https://foursquare.com/v/foursided/4b649035f964a52000be2ae3","0"
"id","createdAt","type","visibility","timeZoneOffset","private","venue.id","venue.name","venue.url","comments.count"
"61f48329f987b702608f433e","2022-01-28 23:58:33.000000","checkin","private","-360","true","4be829676af1ef3b1b9f1b96","Cumin","https://foursquare.com/v/cumin/4be829676af1ef3b1b9f1b96","0"
"id","createdAt","type","visibility","timeZoneOffset","private","venue.id","venue.name","venue.url","comments.count"
"61f32fcee3c63b4929d10837","2022-01-27 23:50:38.000000","checkin","private","-360","true","5c1933e7149946002d0cee4d","Twisted Hippo","https://foursquare.com/v/twisted-hippo/5c1933e7149946002d0cee4d","0"
"id","createdAt","type","visibility","timeZoneOffset","private","venue.id","venue.name","venue.url","comments.count"
"61f32650cbd2a6270be2073c","2022-01-27 23:10:08.000000","checkin","private","-360","true","5b75ab532be425002b3c4c2d","Plant Shop Chicago","https://foursquare.com/v/plant-shop-chicago/5b75ab532be425002b3c4c2d","0"
"id","createdAt","type","visibility","timeZoneOffset","private","venue.id","venue.name","venue.url","comments.count"
"61f029fa90e58657e0bd0e16","2022-01-25 16:48:58.000000","checkin","private","-360","true","4bd5afd74e32d13acb39c180","77 W Wacker","https://foursquare.com/v/77-w-wacker/4bd5afd74e32d13acb39c180","0"
"id","createdAt","type","visibility","timeZoneOffset","private","venue.id","venue.name","venue.url","comments.count"
"61ec858e34f0004164d3428a","2022-01-22 22:30:38.000000","checkin","private","-360","true","40b28c80f964a5204bff1ee3","Sheffield's Beer & Wine Garden","https://foursquare.com/v/sheffields-beer--wine-garden/40b28c80f964a5204bff1ee3","0"
"id","createdAt","type","visibility","timeZoneOffset","private","venue.id","venue.name","venue.url","comments.count"
"61ec8229ecc4724e2d80c519","2022-01-22 22:16:09.000000","checkin","private","-360","true","40b28c80f964a52054ff1ee3","Will's Northwoods Inn","https://foursquare.com/v/wills-northwoods-inn/40b28c80f964a52054ff1ee3","0"
"id","createdAt","type","visibility","timeZoneOffset","private","venue.id","venue.name","venue.url","comments.count"
"61ec4b122debae2febaca363","2022-01-22 18:21:06.000000","checkin","private","-360","true","4bc9e445937ca593cc86a692","Tiztal Cafe","https://foursquare.com/v/tiztal-cafe/4bc9e445937ca593cc86a692","0"
"id","createdAt","type","visibility","timeZoneOffset","private","venue.id","venue.name","venue.url","comments.count"
"61eb72159165145d5b922234","2022-01-22 02:55:17.000000","checkin","private","-360","true","412a8500f964a520770c1fe3","Hopleaf Bar","https://foursquare.com/v/hopleaf-bar/412a8500f964a520770c1fe3","0"
"id","createdAt","type","visibility","timeZoneOffset","private","venue.id","venue.name","venue.url","comments.count"
"61e818ff83ba22342742a9c9","2022-01-19 13:58:23.000000","checkin","private","-360","true","4f0e01afe4b0e45bde4243b3","In the Loop Dental","https://foursquare.com/v/in-the-loop-dental/4f0e01afe4b0e45bde4243b3","0"
"id","createdAt","type","visibility","timeZoneOffset","private","venue.id","venue.name","venue.url","comments.count"
"61e76b21c311933944260c67","2022-01-19 01:36:33.000000","checkin","private","-360","true","4ae3cf7df964a520199921e3","Edgewater Produce","https://foursquare.com/v/edgewater-produce/4ae3cf7df964a520199921e3","0"
"id","createdAt","type","visibility","timeZoneOffset","private","venue.id","venue.name","venue.url","comments.count"
"61e03cf3e36cd44c167e16ac","2022-01-13 14:53:39.000000","checkin","private","-360","true","4a15c362f964a520cc781fe3","Lou Mitchell's","https://foursquare.com/v/lou-mitchells/4a15c362f964a520cc781fe3","0"
"id","createdAt","type","visibility","timeZoneOffset","private","venue.id","venue.name","venue.url","comments.count"
"61dedf9e7ffdd87e780b72d4","2022-01-12 14:03:10.000000","checkin","private","-360","true","4f0e01afe4b0e45bde4243b3","In the Loop Dental","https://foursquare.com/v/in-the-loop-dental/4f0e01afe4b0e45bde4243b3","0"
"id","createdAt","type","visibility","timeZoneOffset","private","venue.id","venue.name","venue.url","comments.count"
"61de1f237ffdd87e780b7a63","2022-01-12 00:21:55.000000","checkin","private","-360","true","4ae3cf7df964a520199921e3","Edgewater Produce","https://foursquare.com/v/edgewater-produce/4ae3cf7df964a520199921e3","0"
"id","createdAt","type","visibility","timeZoneOffset","private","venue.id","venue.name","venue.url","comments.count"
"61de197e8f5b7d3c7f54df6a","2022-01-11 23:57:50.000000","checkin","private","-360","true","5dfc062b9ffbda0008f68252","Talard Thai Asian Market","https://foursquare.com/v/talard-thai-asian-market/5dfc062b9ffbda0008f68252","0"
"id","createdAt","type","visibility","timeZoneOffset","private","venue.id","venue.name","venue.url","comments.count"
"61da15b9903a1607a19391c4","2022-01-08 22:52:41.000000","checkin","private","-360","true","4a96fa1af964a520cc2720e3","Andersonville Wine and Spirits","https://foursquare.com/v/andersonville-wine-and-spirits/4a96fa1af964a520cc2720e3","0"
"id","createdAt","type","visibility","timeZoneOffset","private","venue.id","venue.name","venue.url","comments.count"
"61d8e10076a10b097dcf59d9","2022-01-08 00:55:28.000000","checkin","private","-360","true","4ae3cf7df964a520199921e3","Edgewater Produce","https://foursquare.com/v/edgewater-produce/4ae3cf7df964a520199921e3","0"
"id","createdAt","type","visibility","timeZoneOffset","private","venue.id","venue.name","venue.url","comments.count"
"61d7967f02cc6c729b64292d","2022-01-07 01:25:19.000000","checkin","private","-360","true","61b903b6b31a1c26bcb4f081","Gordon Ramsay Burger","https://foursquare.com/v/gordon-ramsay-burger/61b903b6b31a1c26bcb4f081","0"
"id","createdAt","type","visibility","timeZoneOffset","private","venue.id","venue.name","venue.url","comments.count"
"61d1fc6477f3d868215c9463","2022-01-02 19:26:28.000000","checkin","private","-360","true","4ae46d55f964a520899a21e3","Puptown","https://foursquare.com/v/puptown/4ae46d55f964a520899a21e3","0"
"id","createdAt","type","visibility","timeZoneOffset","private","venue.id","venue.name","venue.url","comments.count"
"61cf57f32316186ed7c2278b","2021-12-31 19:20:19.000000","checkin","private","-360","true","4ad64c96f964a520670621e3","Clark-Devon Hardware","https://foursquare.com/v/clarkdevon-hardware/4ad64c96f964a520670621e3","0"
"id","createdAt","type","visibility","timeZoneOffset","private","venue.id","venue.name","venue.url","comments.count"
"61c90bc3f697a531ee7dce33","2021-12-27 00:41:39.000000","checkin","private","-360","true","54b696b3498ef216ab460c52","Hopsmith Tavern","https://foursquare.com/v/hopsmith-tavern/54b696b3498ef216ab460c52","0"
"id","createdAt","type","visibility","timeZoneOffset","private","venue.id","venue.name","venue.url","comments.count"
